Year,Period,Scheme_description,Residence_county,Recipients
2016,3,Household Benefits,Limerick,2306
2016,3,Household Benefits,Limerick,3379
2016,3,Rent Supplement,Limerick,1153
2016,3,Household Benefits,Longford,631
2016,3,Household Benefits,Longford,704
2016,3,Rent Supplement,Longford,442
2016,3,Household Benefits,Louth,1212
2016,3,Household Benefits,Louth,2151
2016,3,Rent Supplement,Louth,1184
2016,3,Household Benefits,Mayo,2048
2016,3,Household Benefits,Mayo,2275
2016,3,Rent Supplement,Mayo,1259
2016,3,Household Benefits,Meath,1401
2016,3,Household Benefits,Meath,2454
2016,3,Rent Supplement,Meath,1428
2016,3,Household Benefits,Monaghan,644
2016,3,Household Benefits,Monaghan,883
2016,3,Rent Supplement,Monaghan,229
2016,3,Household Benefits,Offaly,889
2016,3,Household Benefits,Offaly,968
2016,3,Rent Supplement,Offaly,678
2016,3,Household Benefits,Roscommon,870
2016,3,Household Benefits,Roscommon,1089
2016,3,Rent Supplement,Roscommon,677
2016,3,Household Benefits,Sligo,792
2016,3,Household Benefits,Sligo,1200
2016,3,Rent Supplement,Sligo,422
2016,3,Household Benefits,Tipperary,2251
2016,3,Household Benefits,Tipperary,2942
2016,3,Rent Supplement,Tipperary,1266
2016,3,Household Benefits,Waterford,1298
2016,3,Household Benefits,Waterford,2150
2016,3,Rent Supplement,Waterford,738
2016,3,Household Benefits,Westmeath,967
2016,3,Household Benefits,Westmeath,1314
2016,3,Rent Supplement,Westmeath,1324
2016,3,Household Benefits,Wexford,1901
2016,3,Household Benefits,Wexford,2434
2016,3,Rent Supplement,Wexford,2125
2016,3,Household Benefits,Wicklow,1150
2016,3,Household Benefits,Wicklow,2324
2016,3,Rent Supplement,Wicklow,1824
2016,3,Maternity Benefit,Carlow,332
2016,3,One Parent Family Payment,Carlow,553
2016,3,Paternity Benefit,Carlow,2
2016,3,Jobseekers Allowance,Carlow,4859
2016,3,Jobseekers Benefit,Carlow,881
2016,3,Widows Non Contributory Pension,Carlow,17
2016,3,Maternity Benefit,Cavan,470
2016,3,One Parent Family Payment,Cavan,499
2016,3,Paternity Benefit,Cavan,4
2016,3,Jobseekers Allowance,Cavan,5068
2016,3,Jobseekers Benefit,Cavan,1059
2016,3,Widows Non Contributory Pension,Cavan,24
2016,3,Maternity Benefit,Clare,776
2016,3,One Parent Family Payment,Clare,808
2016,3,Paternity Benefit,Clare,6
2016,3,Jobseekers Allowance,Clare,7106
2016,3,Jobseekers Benefit,Clare,1850
2016,3,Widows Non Contributory Pension,Clare,45
2016,3,Maternity Benefit,Cork,3484
2016,3,One Parent Family Payment,Cork,4108
2016,3,Paternity Benefit,Cork,27
2016,3,Jobseekers Allowance,Cork,25744
2016,3,Jobseekers Benefit,Cork,6572
2016,3,Widows Non Contributory Pension,Cork,144
2016,3,Maternity Benefit,Donegal,865
2016,3,One Parent Family Payment,Donegal,1420
2016,3,Paternity Benefit,Donegal,6
2016,3,Jobseekers Allowance,Donegal,15086
2016,3,Jobseekers Benefit,Donegal,2400
2016,3,Widows Non Contributory Pension,Donegal,124
2016,3,Maternity Benefit,Dublin,8318
2016,3,One Parent Family Payment,Dublin,15091
2016,3,Paternity Benefit,Dublin,68
2016,3,Jobseekers Allowance,Dublin,68274
2016,3,Jobseekers Benefit,Dublin,16418
2016,3,Widows Non Contributory Pension,Dublin,349
2016,3,Maternity Benefit,Galway,1661
2016,3,One Parent Family Payment,Galway,1422
2016,3,Paternity Benefit,Galway,7
2016,3,Jobseekers Allowance,Galway,14211
2016,3,Jobseekers Benefit,Galway,3650
2016,3,Widows Non Contributory Pension,Galway,105
2016,3,Maternity Benefit,Kerry,859
2016,3,One Parent Family Payment,Kerry,1036
2016,3,Paternity Benefit,Kerry,5
2016,3,Jobseekers Allowance,Kerry,9586
2016,3,Jobseekers Benefit,Kerry,2322
2016,3,Widows Non Contributory Pension,Kerry,92
2016,3,Maternity Benefit,Kildare,1680
2016,3,One Parent Family Payment,Kildare,1841
2016,3,Paternity Benefit,Kildare,17
2016,3,Jobseekers Allowance,Kildare,11751
2016,3,Jobseekers Benefit,Kildare,3179
2016,3,Widows Non Contributory Pension,Kildare,46
2016,3,Maternity Benefit,Kilkenny,638
2016,3,One Parent Family Payment,Kilkenny,724
2016,3,Paternity Benefit,Kilkenny,6
2016,3,Jobseekers Allowance,Kilkenny,6298
2016,3,Jobseekers Benefit,Kilkenny,1466
2016,3,Widows Non Contributory Pension,Kilkenny,22
2016,3,Maternity Benefit,Laois,525
2016,3,One Parent Family Payment,Laois,738
2016,3,Paternity Benefit,Laois,6
2016,3,Jobseekers Allowance,Laois,5881
2016,3,Jobseekers Benefit,Laois,1181
2016,3,Widows Non Contributory Pension,Laois,26
2016,3,Maternity Benefit,Leitrim,202
2016,3,One Parent Family Payment,Leitrim,207
2016,3,Paternity Benefit,Leitrim,1
2016,3,Jobseekers Allowance,Leitrim,2339
2016,3,Jobseekers Benefit,Leitrim,580
2016,3,Widows Non Contributory Pension,Leitrim,11
2016,3,Maternity Benefit,Limerick,1109
2016,3,One Parent Family Payment,Limerick,1984
2016,3,Paternity Benefit,Limerick,11
2016,3,Jobseekers Allowance,Limerick,11872
2016,3,Jobseekers Benefit,Limerick,2530
2016,3,Widows Non Contributory Pension,Limerick,70
2016,3,Maternity Benefit,Longford,250
2016,3,One Parent Family Payment,Longford,393
2016,3,Paternity Benefit,Longford,6
2016,3,Jobseekers Allowance,Longford,3499
2016,3,Jobseekers Benefit,Longford,592
2016,3,Widows Non Contributory Pension,Longford,22
2016,3,Maternity Benefit,Louth,747
2016,3,One Parent Family Payment,Louth,1482
2016,3,Paternity Benefit,Louth,8
2016,3,Jobseekers Allowance,Louth,10516
2016,3,Jobseekers Benefit,Louth,1702
2016,3,Widows Non Contributory Pension,Louth,44
2016,3,Maternity Benefit,Mayo,744
2016,3,One Parent Family Payment,Mayo,930
2016,3,Paternity Benefit,Mayo,6
2016,3,Jobseekers Allowance,Mayo,8216
2016,3,Jobseekers Benefit,Mayo,1979
2016,3,Widows Non Contributory Pension,Mayo,89
2016,3,Maternity Benefit,Meath,1450
2016,3,One Parent Family Payment,Meath,1379
2016,3,Paternity Benefit,Meath,18
2016,3,Jobseekers Allowance,Meath,9895
2016,3,Jobseekers Benefit,Meath,3011
2016,3,Widows Non Contributory Pension,Meath,39
2016,3,Maternity Benefit,Monaghan,409
2016,3,One Parent Family Payment,Monaghan,407
2016,3,Paternity Benefit,Monaghan,5
2016,3,Jobseekers Allowance,Monaghan,3846
2016,3,Jobseekers Benefit,Monaghan,811
2016,3,Widows Non Contributory Pension,Monaghan,25
2016,3,Maternity Benefit,Offaly,442
2016,3,One Parent Family Payment,Offaly,695
2016,3,Paternity Benefit,Offaly,4
2016,3,Jobseekers Allowance,Offaly,5862
2016,3,Jobseekers Benefit,Offaly,1198
2016,3,Widows Non Contributory Pension,Offaly,20
2016,3,Maternity Benefit,Roscommon,390
2016,3,One Parent Family Payment,Roscommon,355
2016,3,Jobseekers Allowance,Roscommon,3721
2016,3,Jobseekers Benefit,Roscommon,986
2016,3,Widows Non Contributory Pension,Roscommon,26
2016,3,Maternity Benefit,Sligo,396
2016,3,One Parent Family Payment,Sligo,543
2016,3,Paternity Benefit,Sligo,4
2016,3,Jobseekers Allowance,Sligo,4596
2016,3,Jobseekers Benefit,Sligo,1080
2016,3,Widows Non Contributory Pension,Sligo,29
2016,3,Maternity Benefit,Tipperary,894
2016,3,One Parent Family Payment,Tipperary,1540
2016,3,Paternity Benefit,Tipperary,12
2016,3,Jobseekers Allowance,Tipperary,11294
2016,3,Jobseekers Benefit,Tipperary,2551
2016,3,Widows Non Contributory Pension,Tipperary,67
2016,3,Maternity Benefit,Waterford,631
2016,3,One Parent Family Payment,Waterford,1354
2016,3,Paternity Benefit,Waterford,5
2016,3,Jobseekers Allowance,Waterford,9354
2016,3,Jobseekers Benefit,Waterford,1960
2016,3,Widows Non Contributory Pension,Waterford,24
2016,3,Maternity Benefit,Westmeath,558
2016,3,One Parent Family Payment,Westmeath,765
2016,3,Paternity Benefit,Westmeath,7
2016,3,Jobseekers Allowance,Westmeath,6632
2016,3,Jobseekers Benefit,Westmeath,1397
2016,3,Widows Non Contributory Pension,Westmeath,34
2016,3,Maternity Benefit,Wexford,843
2016,3,One Parent Family Payment,Wexford,1597
2016,3,Paternity Benefit,Wexford,8
2016,3,Jobseekers Allowance,Wexford,12743
2016,3,Jobseekers Benefit,Wexford,2534
2016,3,Widows Non Contributory Pension,Wexford,63
2016,3,Maternity Benefit,Wicklow,949
2016,3,One Parent Family Payment,Wicklow,1224
2016,3,Paternity Benefit,Wicklow,12
2016,3,Jobseekers Allowance,Wicklow,8162
2016,3,Jobseekers Benefit,Wicklow,2056
2016,3,Widows Non Contributory Pension,Wicklow,37
2016,4,Back to Work Scheme Family Dividend,Carlow,249
2016,4,Child Benefit,Carlow,8431
2016,4,Family Income Supplement,Carlow,944
2016,4,Back to Work Scheme Family Dividend,Cavan,241
2016,4,Child Benefit,Cavan,10525
2016,4,Family Income Supplement,Cavan,1400
2016,4,Back to Work Scheme Family Dividend,Clare,304
2016,4,Child Benefit,Clare,15913
2016,4,Family Income Supplement,Clare,1439
2016,4,Back to Work Scheme Family Dividend,Cork,1413
2016,4,Child Benefit,Cork,69907
2016,4,Family Income Supplement,Cork,6494
2016,4,Back to Work Scheme Family Dividend,Donegal,693
2016,4,Child Benefit,Donegal,20453
2016,4,Family Income Supplement,Donegal,2823
2016,4,Back to Work Scheme Family Dividend,Dublin,3425
2016,4,Child Benefit,Dublin,163573
2016,4,Family Income Supplement,Dublin,14180
2016,4,Back to Work Scheme Family Dividend,Galway,609
2016,4,Child Benefit,Galway,32084
2016,4,Family Income Supplement,Galway,2892
2016,4,Back to Work Scheme Family Dividend,Kerry,433
2016,4,Child Benefit,Kerry,18170
2016,4,Family Income Supplement,Kerry,1873
2016,4,Back to Work Scheme Family Dividend,Kildare,562
2016,4,Child Benefit,Kildare,33292
2016,4,Family Income Supplement,Kildare,2576
2016,4,Back to Work Scheme Family Dividend,Kilkenny,276
2016,4,Child Benefit,Kilkenny,13113
2016,4,Family Income Supplement,Kilkenny,1204
2016,4,Back to Work Scheme Family Dividend,Laois,281
2016,4,Child Benefit,Laois,12239
2016,4,Family Income Supplement,Laois,1271
2016,4,Back to Work Scheme Family Dividend,Leitrim,120
2016,4,Child Benefit,Leitrim,4167
2016,4,Family Income Supplement,Leitrim,434
2016,4,Back to Work Scheme Family Dividend,Limerick,468
2016,4,Child Benefit,Limerick,24860
2016,4,Family Income Supplement,Limerick,2587
2016,4,Back to Work Scheme Family Dividend,Longford,176
2016,4,Child Benefit,Longford,5747
2016,4,Family Income Supplement,Longford,831
2016,4,Back to Work Scheme Family Dividend,Louth,514
2016,4,Child Benefit,Louth,18472
2016,4,Family Income Supplement,Louth,2256
2016,4,Back to Work Scheme Family Dividend,Mayo,305
2016,4,Child Benefit,Mayo,15885
2016,4,Family Income Supplement,Mayo,1728
2016,4,Back to Work Scheme Family Dividend,Meath,534
2016,4,Child Benefit,Meath,30239
2016,4,Family Income Supplement,Meath,2569
2016,4,Back to Work Scheme Family Dividend,Monaghan,184
2016,4,Child Benefit,Monaghan,8119
2016,4,Family Income Supplement,Monaghan,1188
2016,4,Back to Work Scheme Family Dividend,Offaly,234
2016,4,Child Benefit,Offaly,10633
2016,4,Family Income Supplement,Offaly,1157
2016,4,Back to Work Scheme Family Dividend,Roscommon,193
2016,4,Child Benefit,Roscommon,8248
2016,4,Family Income Supplement,Roscommon,825
2016,4,Back to Work Scheme Family Dividend,Sligo,195
2016,4,Child Benefit,Sligo,8042
2016,4,Family Income Supplement,Sligo,809
2016,4,Back to Work Scheme Family Dividend,Tipperary,582
2016,4,Child Benefit,Tipperary,21450
2016,4,Family Income Supplement,Tipperary,2317
2016,4,Back to Work Scheme Family Dividend,Waterford,474
2016,4,Child Benefit,Waterford,15767
2016,4,Family Income Supplement,Waterford,1834
2016,4,Back to Work Scheme Family Dividend,Westmeath,229
2016,4,Child Benefit,Westmeath,12455
2016,4,Family Income Supplement,Westmeath,1294
2016,4,Back to Work Scheme Family Dividend,Wexford,688
2016,4,Child Benefit,Wexford,21337
2016,4,Family Income Supplement,Wexford,2593
2016,4,Back to Work Scheme Family Dividend,Wicklow,349
2016,4,Child Benefit,Wicklow,20193
2016,4,Family Income Supplement,Wicklow,1509
2016,4,Carers Allowance,Carlow,1158
2016,4,Carers Benefit,Carlow,27
2016,4,Illness Benefit,Carlow,1511
2016,4,Disability Allowance,Carlow,1973
2016,4,Invalidity Pension,Carlow,981
2016,4,Carers Allowance,Cavan,1212
2016,4,Carers Benefit,Cavan,80
2016,4,Illness Benefit,Cavan,1522
2016,4,Disability Allowance,Cavan,1814
2016,4,Invalidity Pension,Cavan,795
2016,4,Carers Allowance,Clare,1846
2016,4,Carers Benefit,Clare,88
2016,4,Illness Benefit,Clare,2008
2016,4,Disability Allowance,Clare,3192
2016,4,Invalidity Pension,Clare,1275
2016,4,Carers Allowance,Cork,8069
2016,4,Carers Benefit,Cork,393
2016,4,Illness Benefit,Cork,11269
2016,4,Disability Allowance,Cork,15645
2016,4,Invalidity Pension,Cork,7422
2016,4,Carers Allowance,Donegal,3761
2016,4,Carers Benefit,Donegal,96
2016,4,Illness Benefit,Donegal,2758
2016,4,Disability Allowance,Donegal,5290
2016,4,Invalidity Pension,Donegal,1589
2016,4,Carers Allowance,Dublin,14376
2016,4,Carers Benefit,Dublin,623
2016,4,Illness Benefit,Dublin,22020
2016,4,Disability Allowance,Dublin,30990
2016,4,Invalidity Pension,Dublin,13771
2016,4,Carers Allowance,Galway,3998
2016,4,Carers Benefit,Galway,230
2016,4,Illness Benefit,Galway,4224
2016,4,Disability Allowance,Galway,7151
2016,4,Invalidity Pension,Galway,2061
2016,4,Carers Allowance,Kerry,2763
2016,4,Carers Benefit,Kerry,155
2016,4,Illness Benefit,Kerry,2480
2016,4,Disability Allowance,Kerry,4827
2016,4,Invalidity Pension,Kerry,1647
2016,4,Carers Allowance,Kildare,2590
2016,4,Carers Benefit,Kildare,133
2016,4,Illness Benefit,Kildare,4246
2016,4,Disability Allowance,Kildare,4456
2016,4,Invalidity Pension,Kildare,2321
2016,4,Carers Allowance,Kilkenny,1498
2016,4,Carers Benefit,Kilkenny,76
2016,4,Illness Benefit,Kilkenny,1724
2016,4,Disability Allowance,Kilkenny,2571
2016,4,Invalidity Pension,Kilkenny,1075
2016,4,Carers Allowance,Laois,1439
2016,4,Carers Benefit,Laois,77
2016,4,Illness Benefit,Laois,1644
2016,4,Disability Allowance,Laois,2358
2016,4,Invalidity Pension,Laois,1039
2016,4,Carers Allowance,Leitrim,650
2016,4,Carers Benefit,Leitrim,27
2016,4,Illness Benefit,Leitrim,744
2016,4,Disability Allowance,Leitrim,943
2016,4,Invalidity Pension,Leitrim,482
2016,4,Carers Allowance,Limerick,3783
2016,4,Carers Benefit,Limerick,125
2016,4,Illness Benefit,Limerick,4261
2016,4,Disability Allowance,Limerick,6509
2016,4,Invalidity Pension,Limerick,3255
2016,4,Carers Allowance,Longford,976
2016,4,Carers Benefit,Longford,32
2016,4,Illness Benefit,Longford,849
2016,4,Disability Allowance,Longford,1475
2016,4,Invalidity Pension,Longford,602
2016,4,Carers Allowance,Louth,2089
2016,4,Carers Benefit,Louth,71
2016,4,Illness Benefit,Louth,3161
2016,4,Disability Allowance,Louth,3436
2016,4,Invalidity Pension,Louth,1735
2016,4,Carers Allowance,Mayo,2699
2016,4,Carers Benefit,Mayo,122
2016,4,Illness Benefit,Mayo,2590
2016,4,Disability Allowance,Mayo,4009
2016,4,Invalidity Pension,Mayo,1473
2016,4,Carers Allowance,Meath,2201
2016,4,Carers Benefit,Meath,119
2016,4,Illness Benefit,Meath,3992
2016,4,Disability Allowance,Meath,3413
2016,4,Invalidity Pension,Meath,1850
2016,4,Carers Allowance,Monaghan,982
2016,4,Carers Benefit,Monaghan,44
2016,4,Illness Benefit,Monaghan,1193
2016,4,Disability Allowance,Monaghan,1474
2016,4,Invalidity Pension,Monaghan,553
2016,4,Carers Allowance,Offaly,1623
2016,4,Carers Benefit,Offaly,62
2016,4,Illness Benefit,Offaly,1541
2016,4,Disability Allowance,Offaly,2282
2016,4,Invalidity Pension,Offaly,1160
2016,4,Carers Allowance,Roscommon,1306
2016,4,Carers Benefit,Roscommon,76
2016,4,Illness Benefit,Roscommon,1264
2016,4,Disability Allowance,Roscommon,1890
2016,4,Invalidity Pension,Roscommon,867
2016,4,Carers Allowance,Sligo,1208
2016,4,Carers Benefit,Sligo,69
2016,4,Illness Benefit,Sligo,1325
2016,4,Disability Allowance,Sligo,2071
2016,4,Invalidity Pension,Sligo,861
2016,4,Carers Allowance,Tipperary,3271
2016,4,Carers Benefit,Tipperary,110
2016,4,Illness Benefit,Tipperary,2922
2016,4,Disability Allowance,Tipperary,5549
2016,4,Invalidity Pension,Tipperary,2249
2016,4,Carers Allowance,Waterford,1853
2016,4,Carers Benefit,Waterford,60
2016,4,Illness Benefit,Waterford,2349
2016,4,Disability Allowance,Waterford,3429
2016,4,Invalidity Pension,Waterford,1565
2016,4,Carers Allowance,Westmeath,1516
2016,4,Carers Benefit,Westmeath,75
2016,4,Illness Benefit,Westmeath,1745
2016,4,Disability Allowance,Westmeath,2558
2016,4,Invalidity Pension,Westmeath,1218
2016,4,Carers Allowance,Wexford,3030
2016,4,Carers Benefit,Wexford,92
2016,4,Illness Benefit,Wexford,2784
2016,4,Disability Allowance,Wexford,4666
2016,4,Invalidity Pension,Wexford,2082
2016,4,Carers Allowance,Wicklow,1853
2016,4,Carers Benefit,Wicklow,90
2016,4,Illness Benefit,Wicklow,2430
2016,4,Disability Allowance,Wicklow,3288
2016,4,Invalidity Pension,Wicklow,1413
2016,4,State Pension Contributory,Carlow,4238
2016,4,State Pension Non Contributory,Carlow,1292
2016,4,Widow(er)'s Contributory Pension,Carlow,1463
2016,4,State Pension Contributory,Cavan,4800
2016,4,State Pension Non Contributory,Cavan,2512
2016,4,Widow(er)'s Contributory Pension,Cavan,1718
2016,4,State Pension Contributory,Clare,8858
2016,4,State Pension Non Contributory,Clare,3501
2016,4,Widow(er)'s Contributory Pension,Clare,3001
2016,4,State Pension Contributory,Cork,39043
2016,4,State Pension Non Contributory,Cork,10147
2016,4,Widow(er)'s Contributory Pension,Cork,13569
2016,4,State Pension Contributory,Donegal,10148
2016,4,State Pension Non Contributory,Donegal,7069
2016,4,Widow(er)'s Contributory Pension,Donegal,3526
2016,4,State Pension Contributory,Dublin,95428
2016,4,State Pension Non Contributory,Dublin,13880
2016,4,Widow(er)'s Contributory Pension,Dublin,30585
2016,4,State Pension Contributory,Galway,15603
2016,4,State Pension Non Contributory,Galway,7470
2016,4,Widow(er)'s Contributory Pension,Galway,5555
2016,4,State Pension Contributory,Kerry,10827
2016,4,State Pension Non Contributory,Kerry,5050
2016,4,Widow(er)'s Contributory Pension,Kerry,3858
2016,4,State Pension Contributory,Kildare,12982
2016,4,State Pension Non Contributory,Kildare,2240
2016,4,Widow(er)'s Contributory Pension,Kildare,4619
2016,4,State Pension Contributory,Kilkenny,6920
2016,4,State Pension Non Contributory,Kilkenny,2081
2016,4,Widow(er)'s Contributory Pension,Kilkenny,2369
2016,4,State Pension Contributory,Laois,4581
2016,4,State Pension Non Contributory,Laois,1624
2016,4,Widow(er)'s Contributory Pension,Laois,1738
2016,4,State Pension Contributory,Leitrim,2478
2016,4,State Pension Non Contributory,Leitrim,1226
2016,4,Widow(er)'s Contributory Pension,Leitrim,1015
2016,4,State Pension Contributory,Limerick,14510
2016,4,State Pension Non Contributory,Limerick,4035
2016,4,Widow(er)'s Contributory Pension,Limerick,5054
2016,4,State Pension Contributory,Longford,2881
2016,4,State Pension Non Contributory,Longford,1278
2016,4,Widow(er)'s Contributory Pension,Longford,1044
2016,4,State Pension Contributory,Louth,9205
2016,4,State Pension Non Contributory,Louth,2278
2016,4,Widow(er)'s Contributory Pension,Louth,2955
2016,4,State Pension Contributory,Mayo,9533
2016,4,State Pension Non Contributory,Mayo,5771
2016,4,Widow(er)'s Contributory Pension,Mayo,3530
2016,4,State Pension Contributory,Meath,11430
2016,4,State Pension Non Contributory,Meath,2640
2016,4,Widow(er)'s Contributory Pension,Meath,3952
2016,4,State Pension Contributory,Monaghan,4152
2016,4,State Pension Non Contributory,Monaghan,1944
2016,4,Widow(er)'s Contributory Pension,Monaghan,1518
2016,4,State Pension Contributory,Offaly,5123
2016,4,State Pension Non Contributory,Offaly,1589
2016,4,Widow(er)'s Contributory Pension,Offaly,1937
2016,4,State Pension Contributory,Roscommon,4667
2016,4,State Pension Non Contributory,Roscommon,2340
2016,4,Widow(er)'s Contributory Pension,Roscommon,1783
2016,4,State Pension Contributory,Sligo,5229
2016,4,State Pension Non Contributory,Sligo,1928
2016,4,Widow(er)'s Contributory Pension,Sligo,1804
2016,4,State Pension Contributory,Tipperary,12293
2016,4,State Pension Non Contributory,Tipperary,4334
2016,4,Widow(er)'s Contributory Pension,Tipperary,4540
2016,4,State Pension Contributory,Waterford,8983
2016,4,State Pension Non Contributory,Waterford,2494
2016,4,Widow(er)'s Contributory Pension,Waterford,3138
2016,4,State Pension Contributory,Westmeath,6097
2016,4,State Pension Non Contributory,Westmeath,1759
2016,4,Widow(er)'s Contributory Pension,Westmeath,2301
2016,4,State Pension Contributory,Wexford,11029
2016,4,State Pension Non Contributory,Wexford,4005
2016,4,Widow(er)'s Contributory Pension,Wexford,3849
2016,4,State Pension Contributory,Wicklow,10605
2016,4,State Pension Non Contributory,Wicklow,2085
2016,4,Widow(er)'s Contributory Pension,Wicklow,3334
2016,4,Household Benefits,Carlow,768
2016,4,Household Benefits,Carlow,952
2016,4,Rent Supplement,Carlow,586
2016,4,Household Benefits,Cavan,979
2016,4,Household Benefits,Cavan,1244
2016,4,Rent Supplement,Cavan,451
2016,4,Household Benefits,Clare,1465
2016,4,Household Benefits,Clare,1994
2016,4,Rent Supplement,Clare,574
2016,4,Household Benefits,Cork,5773
2016,4,Household Benefits,Cork,9817
2016,4,Rent Supplement,Cork,5186
2016,4,Household Benefits,Donegal,2372
2016,4,Household Benefits,Donegal,2143
2016,4,Rent Supplement,Donegal,571
2016,4,Household Benefits,Dublin,10906
2016,4,Household Benefits,Dublin,26678
2016,4,Rent Supplement,Dublin,20018
2016,4,Household Benefits,Galway,2811
2016,4,Household Benefits,Galway,3568
2016,4,Rent Supplement,Galway,2520
2016,4,Household Benefits,Kerry,1885
2016,4,Household Benefits,Kerry,2130
2016,4,Rent Supplement,Kerry,1567
2016,4,Household Benefits,Kildare,1610
2016,4,Household Benefits,Kildare,3003
2016,4,Rent Supplement,Kildare,2589
2016,4,Household Benefits,Kilkenny,1000
2016,4,Household Benefits,Kilkenny,1502
2016,4,Rent Supplement,Kilkenny,441
2016,4,Household Benefits,Laois,917
2016,4,Household Benefits,Laois,1074
2016,4,Rent Supplement,Laois,922
2016,4,Household Benefits,Leitrim,459
2016,4,Household Benefits,Leitrim,621
2016,4,Rent Supplement,Leitrim,322
2016,4,Household Benefits,Limerick,2373
2016,4,Household Benefits,Limerick,3514
2016,4,Rent Supplement,Limerick,1055
2016,4,Household Benefits,Longford,655
2016,4,Household Benefits,Longford,754
2016,4,Rent Supplement,Longford,442
2016,4,Household Benefits,Louth,1274
2016,4,Household Benefits,Louth,2220
2016,4,Rent Supplement,Louth,1005
2016,4,Household Benefits,Mayo,2126
2016,4,Household Benefits,Mayo,2382
2016,4,Rent Supplement,Mayo,1150
2016,4,Household Benefits,Meath,1435
2016,4,Household Benefits,Meath,2543
2016,4,Rent Supplement,Meath,1249
2016,4,Household Benefits,Monaghan,679
2016,4,Household Benefits,Monaghan,924
2016,4,Rent Supplement,Monaghan,216
2016,4,Household Benefits,Offaly,942
2016,4,Household Benefits,Offaly,1012
2016,4,Rent Supplement,Offaly,627
2016,4,Household Benefits,Roscommon,907
2016,4,Household Benefits,Roscommon,1156
2016,4,Rent Supplement,Roscommon,656
2016,4,Household Benefits,Sligo,818
2016,4,Household Benefits,Sligo,1248
2016,4,Rent Supplement,Sligo,335
2016,4,Household Benefits,Tipperary,2322
2016,4,Household Benefits,Tipperary,3019
2016,4,Rent Supplement,Tipperary,1052
2016,4,Household Benefits,Waterford,1359
2016,4,Household Benefits,Waterford,2218
2016,4,Rent Supplement,Waterford,669
2016,4,Household Benefits,Westmeath,1017
2016,4,Household Benefits,Westmeath,1393
2016,4,Rent Supplement,Westmeath,1285
2016,4,Household Benefits,Wexford,1990
2016,4,Household Benefits,Wexford,2510
2016,4,Rent Supplement,Wexford,2045
2016,4,Household Benefits,Wicklow,1193
2016,4,Household Benefits,Wicklow,2422
2016,4,Rent Supplement,Wicklow,1812
2016,4,Maternity Benefit,Carlow,321
2016,4,One Parent Family Payment,Carlow,541
2016,4,Paternity Benefit,Carlow,52
2016,4,Jobseekers Allowance,Carlow,4341
2016,4,Jobseekers Benefit,Carlow,692
2016,4,Widows Non Contributory Pension,Carlow,17
2016,4,Maternity Benefit,Cavan,475
2016,4,One Parent Family Payment,Cavan,507
2016,4,Paternity Benefit,Cavan,73
2016,4,Jobseekers Allowance,Cavan,4619
2016,4,Jobseekers Benefit,Cavan,898
2016,4,Widows Non Contributory Pension,Cavan,23
2016,4,Maternity Benefit,Clare,751
2016,4,One Parent Family Payment,Clare,802
2016,4,Paternity Benefit,Clare,105
2016,4,Jobseekers Allowance,Clare,6591
2016,4,Jobseekers Benefit,Clare,1907
2016,4,Widows Non Contributory Pension,Clare,45
2016,4,Maternity Benefit,Cork,3526
2016,4,One Parent Family Payment,Cork,4086
2016,4,Paternity Benefit,Cork,558
2016,4,Jobseekers Allowance,Cork,23557
2016,4,Jobseekers Benefit,Cork,5575
2016,4,Widows Non Contributory Pension,Cork,142
2016,4,Maternity Benefit,Donegal,913
2016,4,One Parent Family Payment,Donegal,1403
2016,4,Paternity Benefit,Donegal,144
2016,4,Jobseekers Allowance,Donegal,14036
2016,4,Jobseekers Benefit,Donegal,2046
2016,4,Widows Non Contributory Pension,Donegal,122
2016,4,Maternity Benefit,Dublin,8361
2016,4,One Parent Family Payment,Dublin,14910
2016,4,Paternity Benefit,Dublin,1114
2016,4,Jobseekers Allowance,Dublin,62371
2016,4,Jobseekers Benefit,Dublin,14372
2016,4,Widows Non Contributory Pension,Dublin,342
2016,4,Maternity Benefit,Galway,1710
2016,4,One Parent Family Payment,Galway,1408
2016,4,Paternity Benefit,Galway,257
2016,4,Jobseekers Allowance,Galway,12834
2016,4,Jobseekers Benefit,Galway,3088
2016,4,Widows Non Contributory Pension,Galway,107
2016,4,Maternity Benefit,Kerry,876
2016,4,One Parent Family Payment,Kerry,1015
2016,4,Paternity Benefit,Kerry,121
2016,4,Jobseekers Allowance,Kerry,9022
2016,4,Jobseekers Benefit,Kerry,2949
2016,4,Widows Non Contributory Pension,Kerry,87
2016,4,Maternity Benefit,Kildare,1661
2016,4,One Parent Family Payment,Kildare,1819
2016,4,Paternity Benefit,Kildare,214
2016,4,Jobseekers Allowance,Kildare,10595
2016,4,Jobseekers Benefit,Kildare,2699
2016,4,Widows Non Contributory Pension,Kildare,45
2016,4,Maternity Benefit,Kilkenny,644
2016,4,One Parent Family Payment,Kilkenny,718
2016,4,Paternity Benefit,Kilkenny,112
2016,4,Jobseekers Allowance,Kilkenny,5634
2016,4,Jobseekers Benefit,Kilkenny,1200
2016,4,Widows Non Contributory Pension,Kilkenny,24
2016,4,Maternity Benefit,Laois,566
2016,4,One Parent Family Payment,Laois,722
2016,4,Paternity Benefit,Laois,67
2016,4,Jobseekers Allowance,Laois,5272
2016,4,Jobseekers Benefit,Laois,1004
2016,4,Widows Non Contributory Pension,Laois,28
