"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02199V02655","Sex","C01999V02434","ILO Economic Status","UNIT","VALUE"
"QLF01C01","Persons aged 15 years and over","20034","2003Q4","-","Both sexes","14","Unemployed seeking work as self-employed","Thousand","2.7"
"QLF01C01","Persons aged 15 years and over","20034","2003Q4","1","Male","-","All ILO economic status","Thousand","1570.2"
"QLF01C01","Persons aged 15 years and over","20034","2003Q4","1","Male","01","In labour force","Thousand","1154.4"
"QLF01C01","Persons aged 15 years and over","20034","2003Q4","1","Male","02","In employment","Thousand","1101"
"QLF01C01","Persons aged 15 years and over","20034","2003Q4","1","Male","03","In employment full-time","Thousand","1021"
"QLF01C01","Persons aged 15 years and over","20034","2003Q4","1","Male","04","In employment part-time","Thousand","80"
"QLF01C01","Persons aged 15 years and over","20034","2003Q4","1","Male","05","In employment part-time - not underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20034","2003Q4","1","Male","06","In employment part-time - underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20034","2003Q4","1","Male","07","Unemployed","Thousand","53.4"
"QLF01C01","Persons aged 15 years and over","20034","2003Q4","1","Male","08","Unemployed seeking full-time work/future job-starter","Thousand","48"
"QLF01C01","Persons aged 15 years and over","20034","2003Q4","1","Male","09","Unemployed seeking part-time work","Thousand","3.5"
"QLF01C01","Persons aged 15 years and over","20034","2003Q4","1","Male","10","Not in labour force","Thousand","415.7"
"QLF01C01","Persons aged 15 years and over","20034","2003Q4","1","Male","11","Potential additional labour force","Thousand","11.7"
"QLF01C01","Persons aged 15 years and over","20034","2003Q4","1","Male","12","Others not in labour force","Thousand","404.1"
"QLF01C01","Persons aged 15 years and over","20034","2003Q4","1","Male","14","Unemployed seeking work as self-employed","Thousand","2"
"QLF01C01","Persons aged 15 years and over","20034","2003Q4","2","Female","-","All ILO economic status","Thousand","1614.2"
"QLF01C01","Persons aged 15 years and over","20034","2003Q4","2","Female","01","In labour force","Thousand","834.3"
"QLF01C01","Persons aged 15 years and over","20034","2003Q4","2","Female","02","In employment","Thousand","798.4"
"QLF01C01","Persons aged 15 years and over","20034","2003Q4","2","Female","03","In employment full-time","Thousand","546.7"
"QLF01C01","Persons aged 15 years and over","20034","2003Q4","2","Female","04","In employment part-time","Thousand","251.7"
"QLF01C01","Persons aged 15 years and over","20034","2003Q4","2","Female","05","In employment part-time - not underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20034","2003Q4","2","Female","06","In employment part-time - underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20034","2003Q4","2","Female","07","Unemployed","Thousand","35.9"
"QLF01C01","Persons aged 15 years and over","20034","2003Q4","2","Female","08","Unemployed seeking full-time work/future job-starter","Thousand","23.1"
"QLF01C01","Persons aged 15 years and over","20034","2003Q4","2","Female","09","Unemployed seeking part-time work","Thousand","12.1"
"QLF01C01","Persons aged 15 years and over","20034","2003Q4","2","Female","10","Not in labour force","Thousand","779.9"
"QLF01C01","Persons aged 15 years and over","20034","2003Q4","2","Female","11","Potential additional labour force","Thousand","7.5"
"QLF01C01","Persons aged 15 years and over","20034","2003Q4","2","Female","12","Others not in labour force","Thousand","772.4"
"QLF01C01","Persons aged 15 years and over","20034","2003Q4","2","Female","14","Unemployed seeking work as self-employed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","-","Both sexes","-","All ILO economic status","Thousand","3194.9"
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","-","Both sexes","01","In labour force","Thousand","2004.1"
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","-","Both sexes","02","In employment","Thousand","1902.3"
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","-","Both sexes","03","In employment full-time","Thousand","1564.8"
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","-","Both sexes","04","In employment part-time","Thousand","337.5"
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","-","Both sexes","05","In employment part-time - not underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","-","Both sexes","06","In employment part-time - underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","-","Both sexes","07","Unemployed","Thousand","101.8"
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","-","Both sexes","08","Unemployed seeking full-time work/future job-starter","Thousand","82.2"
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","-","Both sexes","09","Unemployed seeking part-time work","Thousand","16.7"
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","-","Both sexes","10","Not in labour force","Thousand","1190.8"
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","-","Both sexes","11","Potential additional labour force","Thousand","19.7"
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","-","Both sexes","12","Others not in labour force","Thousand","1171.1"
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","-","Both sexes","14","Unemployed seeking work as self-employed","Thousand","2.9"
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","1","Male","-","All ILO economic status","Thousand","1575.8"
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","1","Male","01","In labour force","Thousand","1162.2"
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","1","Male","02","In employment","Thousand","1102.8"
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","1","Male","03","In employment full-time","Thousand","1022"
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","1","Male","04","In employment part-time","Thousand","80.8"
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","1","Male","05","In employment part-time - not underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","1","Male","06","In employment part-time - underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","1","Male","07","Unemployed","Thousand","59.4"
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","1","Male","08","Unemployed seeking full-time work/future job-starter","Thousand","54.9"
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","1","Male","09","Unemployed seeking part-time work","Thousand","2.6"
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","1","Male","10","Not in labour force","Thousand","413.6"
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","1","Male","11","Potential additional labour force","Thousand","11.2"
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","1","Male","12","Others not in labour force","Thousand","402.4"
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","1","Male","14","Unemployed seeking work as self-employed","Thousand","1.9"
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","2","Female","-","All ILO economic status","Thousand","1619.1"
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","2","Female","01","In labour force","Thousand","841.9"
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","2","Female","02","In employment","Thousand","799.5"
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","2","Female","03","In employment full-time","Thousand","542.8"
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","2","Female","04","In employment part-time","Thousand","256.7"
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","2","Female","05","In employment part-time - not underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","2","Female","06","In employment part-time - underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","2","Female","07","Unemployed","Thousand","42.4"
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","2","Female","08","Unemployed seeking full-time work/future job-starter","Thousand","27.4"
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","2","Female","09","Unemployed seeking part-time work","Thousand","14.1"
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","2","Female","10","Not in labour force","Thousand","777.2"
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","2","Female","11","Potential additional labour force","Thousand","8.5"
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","2","Female","12","Others not in labour force","Thousand","768.7"
"QLF01C01","Persons aged 15 years and over","20041","2004Q1","2","Female","14","Unemployed seeking work as self-employed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","-","Both sexes","-","All ILO economic status","Thousand","3207.2"
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","-","Both sexes","01","In labour force","Thousand","2022.8"
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","-","Both sexes","02","In employment","Thousand","1925.8"
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","-","Both sexes","03","In employment full-time","Thousand","1590.6"
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","-","Both sexes","04","In employment part-time","Thousand","335.2"
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","-","Both sexes","05","In employment part-time - not underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","-","Both sexes","06","In employment part-time - underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","-","Both sexes","07","Unemployed","Thousand","97"
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","-","Both sexes","08","Unemployed seeking full-time work/future job-starter","Thousand","78.6"
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","-","Both sexes","09","Unemployed seeking part-time work","Thousand","15.8"
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","-","Both sexes","10","Not in labour force","Thousand","1184.4"
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","-","Both sexes","11","Potential additional labour force","Thousand","21.7"
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","-","Both sexes","12","Others not in labour force","Thousand","1162.8"
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","-","Both sexes","14","Unemployed seeking work as self-employed","Thousand","2.7"
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","1","Male","-","All ILO economic status","Thousand","1582.6"
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","1","Male","01","In labour force","Thousand","1175.8"
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","1","Male","02","In employment","Thousand","1116.7"
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","1","Male","03","In employment full-time","Thousand","1039"
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","1","Male","04","In employment part-time","Thousand","77.7"
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","1","Male","05","In employment part-time - not underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","1","Male","06","In employment part-time - underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","1","Male","07","Unemployed","Thousand","59.1"
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","1","Male","08","Unemployed seeking full-time work/future job-starter","Thousand","53.6"
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","1","Male","09","Unemployed seeking part-time work","Thousand","3.3"
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","1","Male","10","Not in labour force","Thousand","406.8"
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","1","Male","11","Potential additional labour force","Thousand","11.7"
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","1","Male","12","Others not in labour force","Thousand","395.1"
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","1","Male","14","Unemployed seeking work as self-employed","Thousand","2.1"
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","2","Female","-","All ILO economic status","Thousand","1624.7"
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","2","Female","01","In labour force","Thousand","847"
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","2","Female","02","In employment","Thousand","809"
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","2","Female","03","In employment full-time","Thousand","551.6"
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","2","Female","04","In employment part-time","Thousand","257.5"
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","2","Female","05","In employment part-time - not underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","2","Female","06","In employment part-time - underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","2","Female","07","Unemployed","Thousand","38"
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","2","Female","08","Unemployed seeking full-time work/future job-starter","Thousand","25"
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","2","Female","09","Unemployed seeking part-time work","Thousand","12.4"
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","2","Female","10","Not in labour force","Thousand","777.7"
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","2","Female","11","Potential additional labour force","Thousand","10"
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","2","Female","12","Others not in labour force","Thousand","767.7"
"QLF01C01","Persons aged 15 years and over","20042","2004Q2","2","Female","14","Unemployed seeking work as self-employed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","-","Both sexes","-","All ILO economic status","Thousand","3228.9"
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","-","Both sexes","01","In labour force","Thousand","2080.7"
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","-","Both sexes","02","In employment","Thousand","1984.1"
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","-","Both sexes","03","In employment full-time","Thousand","1638.1"
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","-","Both sexes","04","In employment part-time","Thousand","346"
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","-","Both sexes","05","In employment part-time - not underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","-","Both sexes","06","In employment part-time - underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","-","Both sexes","07","Unemployed","Thousand","96.6"
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","-","Both sexes","08","Unemployed seeking full-time work/future job-starter","Thousand","80.3"
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","-","Both sexes","09","Unemployed seeking part-time work","Thousand","14.3"
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","-","Both sexes","10","Not in labour force","Thousand","1148.2"
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","-","Both sexes","11","Potential additional labour force","Thousand","19.2"
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","-","Both sexes","12","Others not in labour force","Thousand","1129"
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","-","Both sexes","14","Unemployed seeking work as self-employed","Thousand","2.1"
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","1","Male","-","All ILO economic status","Thousand","1594.8"
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","1","Male","01","In labour force","Thousand","1204.7"
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","1","Male","02","In employment","Thousand","1148.6"
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","1","Male","03","In employment full-time","Thousand","1067.4"
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","1","Male","04","In employment part-time","Thousand","81.2"
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","1","Male","05","In employment part-time - not underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","1","Male","06","In employment part-time - underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","1","Male","07","Unemployed","Thousand","56.1"
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","1","Male","08","Unemployed seeking full-time work/future job-starter","Thousand","51.7"
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","1","Male","09","Unemployed seeking part-time work","Thousand","2.8"
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","1","Male","10","Not in labour force","Thousand","390.1"
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","1","Male","11","Potential additional labour force","Thousand","10.5"
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","1","Male","12","Others not in labour force","Thousand","379.6"
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","1","Male","14","Unemployed seeking work as self-employed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","2","Female","-","All ILO economic status","Thousand","1634.1"
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","2","Female","01","In labour force","Thousand","876"
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","2","Female","02","In employment","Thousand","835.5"
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","2","Female","03","In employment full-time","Thousand","570.8"
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","2","Female","04","In employment part-time","Thousand","264.8"
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","2","Female","05","In employment part-time - not underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","2","Female","06","In employment part-time - underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","2","Female","07","Unemployed","Thousand","40.5"
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","2","Female","08","Unemployed seeking full-time work/future job-starter","Thousand","28.5"
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","2","Female","09","Unemployed seeking part-time work","Thousand","11.4"
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","2","Female","10","Not in labour force","Thousand","758.1"
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","2","Female","11","Potential additional labour force","Thousand","8.8"
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","2","Female","12","Others not in labour force","Thousand","749.4"
"QLF01C01","Persons aged 15 years and over","20043","2004Q3","2","Female","14","Unemployed seeking work as self-employed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","-","Both sexes","-","All ILO economic status","Thousand","3253.6"
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","-","Both sexes","01","In labour force","Thousand","2064.7"
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","-","Both sexes","02","In employment","Thousand","1973.8"
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","-","Both sexes","03","In employment full-time","Thousand","1629.1"
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","-","Both sexes","04","In employment part-time","Thousand","344.7"
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","-","Both sexes","05","In employment part-time - not underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","-","Both sexes","06","In employment part-time - underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","-","Both sexes","07","Unemployed","Thousand","90.9"
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","-","Both sexes","08","Unemployed seeking full-time work/future job-starter","Thousand","74.7"
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","-","Both sexes","09","Unemployed seeking part-time work","Thousand","14.3"
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","-","Both sexes","10","Not in labour force","Thousand","1188.9"
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","-","Both sexes","11","Potential additional labour force","Thousand","17.6"
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","-","Both sexes","12","Others not in labour force","Thousand","1171.3"
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","-","Both sexes","14","Unemployed seeking work as self-employed","Thousand","1.9"
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","1","Male","-","All ILO economic status","Thousand","1608.7"
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","1","Male","01","In labour force","Thousand","1192.4"
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","1","Male","02","In employment","Thousand","1138.4"
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","1","Male","03","In employment full-time","Thousand","1060.7"
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","1","Male","04","In employment part-time","Thousand","77.6"
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","1","Male","05","In employment part-time - not underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","1","Male","06","In employment part-time - underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","1","Male","07","Unemployed","Thousand","54"
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","1","Male","08","Unemployed seeking full-time work/future job-starter","Thousand","50.4"
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","1","Male","09","Unemployed seeking part-time work","Thousand","2.1"
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","1","Male","10","Not in labour force","Thousand","416.3"
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","1","Male","11","Potential additional labour force","Thousand","10"
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","1","Male","12","Others not in labour force","Thousand","406.3"
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","1","Male","14","Unemployed seeking work as self-employed","Thousand","1.5"
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","2","Female","-","All ILO economic status","Thousand","1644.9"
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","2","Female","01","In labour force","Thousand","872.3"
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","2","Female","02","In employment","Thousand","835.4"
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","2","Female","03","In employment full-time","Thousand","568.3"
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","2","Female","04","In employment part-time","Thousand","267.1"
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","2","Female","05","In employment part-time - not underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","2","Female","06","In employment part-time - underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","2","Female","07","Unemployed","Thousand","36.9"
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","2","Female","08","Unemployed seeking full-time work/future job-starter","Thousand","24.4"
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","2","Female","09","Unemployed seeking part-time work","Thousand","12.2"
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","2","Female","10","Not in labour force","Thousand","772.6"
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","2","Female","11","Potential additional labour force","Thousand","7.7"
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","2","Female","12","Others not in labour force","Thousand","764.9"
"QLF01C01","Persons aged 15 years and over","20044","2004Q4","2","Female","14","Unemployed seeking work as self-employed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","-","Both sexes","-","All ILO economic status","Thousand","3270.1"
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","-","Both sexes","01","In labour force","Thousand","2080.9"
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","-","Both sexes","02","In employment","Thousand","1989.7"
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","-","Both sexes","03","In employment full-time","Thousand","1635.4"
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","-","Both sexes","04","In employment part-time","Thousand","354.3"
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","-","Both sexes","05","In employment part-time - not underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","-","Both sexes","06","In employment part-time - underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","-","Both sexes","07","Unemployed","Thousand","91.2"
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","-","Both sexes","08","Unemployed seeking full-time work/future job-starter","Thousand","72"
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","-","Both sexes","09","Unemployed seeking part-time work","Thousand","16.5"
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","-","Both sexes","10","Not in labour force","Thousand","1189.2"
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","-","Both sexes","11","Potential additional labour force","Thousand","20.1"
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","-","Both sexes","12","Others not in labour force","Thousand","1169"
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","-","Both sexes","14","Unemployed seeking work as self-employed","Thousand","2.6"
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","1","Male","-","All ILO economic status","Thousand","1618"
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","1","Male","01","In labour force","Thousand","1200"
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","1","Male","02","In employment","Thousand","1147.8"
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","1","Male","03","In employment full-time","Thousand","1065.2"
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","1","Male","04","In employment part-time","Thousand","82.5"
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","1","Male","05","In employment part-time - not underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","1","Male","06","In employment part-time - underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","1","Male","07","Unemployed","Thousand","52.3"
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","1","Male","08","Unemployed seeking full-time work/future job-starter","Thousand","47.5"
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","1","Male","09","Unemployed seeking part-time work","Thousand","2.8"
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","1","Male","10","Not in labour force","Thousand","418"
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","1","Male","11","Potential additional labour force","Thousand","12"
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","1","Male","12","Others not in labour force","Thousand","405.9"
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","1","Male","14","Unemployed seeking work as self-employed","Thousand","2"
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","2","Female","-","All ILO economic status","Thousand","1652.1"
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","2","Female","01","In labour force","Thousand","880.8"
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","2","Female","02","In employment","Thousand","841.9"
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","2","Female","03","In employment full-time","Thousand","570.2"
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","2","Female","04","In employment part-time","Thousand","271.8"
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","2","Female","05","In employment part-time - not underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","2","Female","06","In employment part-time - underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","2","Female","07","Unemployed","Thousand","38.9"
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","2","Female","08","Unemployed seeking full-time work/future job-starter","Thousand","24.5"
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","2","Female","09","Unemployed seeking part-time work","Thousand","13.8"
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","2","Female","10","Not in labour force","Thousand","771.2"
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","2","Female","11","Potential additional labour force","Thousand","8.1"
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","2","Female","12","Others not in labour force","Thousand","763.1"
"QLF01C01","Persons aged 15 years and over","20051","2005Q1","2","Female","14","Unemployed seeking work as self-employed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20052","2005Q2","-","Both sexes","-","All ILO economic status","Thousand","3287.9"
"QLF01C01","Persons aged 15 years and over","20052","2005Q2","-","Both sexes","01","In labour force","Thousand","2124.3"
"QLF01C01","Persons aged 15 years and over","20052","2005Q2","-","Both sexes","02","In employment","Thousand","2018"
"QLF01C01","Persons aged 15 years and over","20052","2005Q2","-","Both sexes","03","In employment full-time","Thousand","1661"
"QLF01C01","Persons aged 15 years and over","20052","2005Q2","-","Both sexes","04","In employment part-time","Thousand","357"
"QLF01C01","Persons aged 15 years and over","20052","2005Q2","-","Both sexes","05","In employment part-time - not underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20052","2005Q2","-","Both sexes","06","In employment part-time - underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20052","2005Q2","-","Both sexes","07","Unemployed","Thousand","106.3"
"QLF01C01","Persons aged 15 years and over","20052","2005Q2","-","Both sexes","08","Unemployed seeking full-time work/future job-starter","Thousand","84.3"
