period,programme,scheme,scheme_description,basis,county,county_code,UGI,recipients
2016Q2,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Galway,GY,2ae19629-1453-13a3-e055-000000000001,14609.0
2016Q2,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Galway,GY,2ae19629-1453-13a3-e055-000000000001,3505.0
2016Q2,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Galway,GY,2ae19629-1453-13a3-e055-000000000001,110.0
2016Q2,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Kerry,KY,2ae19629-1454-13a3-e055-000000000001,833.0
2016Q2,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Kerry,KY,2ae19629-1454-13a3-e055-000000000001,1069.0
2016Q2,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Kerry,KY,2ae19629-1454-13a3-e055-000000000001,10216.0
2016Q2,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Kerry,KY,2ae19629-1454-13a3-e055-000000000001,2811.0
2016Q2,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Kerry,KY,2ae19629-1454-13a3-e055-000000000001,96.0
2016Q2,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Kildare,KE,2ae19629-1455-13a3-e055-000000000001,1596.0
2016Q2,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Kildare,KE,2ae19629-1455-13a3-e055-000000000001,1865.0
2016Q2,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Kildare,KE,2ae19629-1455-13a3-e055-000000000001,12326.0
2016Q2,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Kildare,KE,2ae19629-1455-13a3-e055-000000000001,3167.0
2016Q2,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Kildare,KE,2ae19629-1455-13a3-e055-000000000001,47.0
2016Q2,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Kilkenny,KK,2ae19629-1456-13a3-e055-000000000001,637.0
2016Q2,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Kilkenny,KK,2ae19629-1456-13a3-e055-000000000001,746.0
2016Q2,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Kilkenny,KK,2ae19629-1456-13a3-e055-000000000001,6581.0
2016Q2,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Kilkenny,KK,2ae19629-1456-13a3-e055-000000000001,1346.0
2016Q2,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Kilkenny,KK,2ae19629-1456-13a3-e055-000000000001,20.0
2016Q2,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Laois,LS,2ae19629-143e-13a3-e055-000000000001,504.0
2016Q2,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Laois,LS,2ae19629-143e-13a3-e055-000000000001,731.0
2016Q2,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Laois,LS,2ae19629-143e-13a3-e055-000000000001,5978.0
2016Q2,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Laois,LS,2ae19629-143e-13a3-e055-000000000001,1135.0
2016Q2,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Laois,LS,2ae19629-143e-13a3-e055-000000000001,27.0
2016Q2,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Leitrim,LM,2ae19629-143f-13a3-e055-000000000001,198.0
2016Q2,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Leitrim,LM,2ae19629-143f-13a3-e055-000000000001,196.0
2016Q2,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Leitrim,LM,2ae19629-143f-13a3-e055-000000000001,2393.0
2016Q2,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Leitrim,LM,2ae19629-143f-13a3-e055-000000000001,569.0
2016Q2,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Leitrim,LM,2ae19629-143f-13a3-e055-000000000001,12.0
2016Q2,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Limerick,LK,2ae19629-1440-13a3-e055-000000000001,1083.0
2016Q2,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Limerick,LK,2ae19629-1440-13a3-e055-000000000001,2008.0
2016Q2,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Limerick,LK,2ae19629-1440-13a3-e055-000000000001,12028.0
2016Q2,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Limerick,LK,2ae19629-1440-13a3-e055-000000000001,2444.0
2016Q2,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Limerick,LK,2ae19629-1440-13a3-e055-000000000001,67.0
2016Q2,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Longford,LD,2ae19629-1441-13a3-e055-000000000001,246.0
2016Q2,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Longford,LD,2ae19629-1441-13a3-e055-000000000001,385.0
2016Q2,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Longford,LD,2ae19629-1441-13a3-e055-000000000001,3531.0
2016Q2,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Longford,LD,2ae19629-1441-13a3-e055-000000000001,566.0
2016Q2,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Longford,LD,2ae19629-1441-13a3-e055-000000000001,21.0
2016Q2,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Louth,LH,2ae19629-1442-13a3-e055-000000000001,767.0
2016Q2,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Louth,LH,2ae19629-1442-13a3-e055-000000000001,1483.0
2016Q2,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Louth,LH,2ae19629-1442-13a3-e055-000000000001,10862.0
2016Q2,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Louth,LH,2ae19629-1442-13a3-e055-000000000001,1666.0
2016Q2,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Louth,LH,2ae19629-1442-13a3-e055-000000000001,44.0
2016Q2,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Mayo,MO,2ae19629-1443-13a3-e055-000000000001,748.0
2016Q2,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Mayo,MO,2ae19629-1443-13a3-e055-000000000001,935.0
2016Q2,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Mayo,MO,2ae19629-1443-13a3-e055-000000000001,8478.0
2016Q2,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Mayo,MO,2ae19629-1443-13a3-e055-000000000001,2061.0
2016Q2,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Mayo,MO,2ae19629-1443-13a3-e055-000000000001,93.0
2016Q2,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Meath,MH,2ae19629-1444-13a3-e055-000000000001,1460.0
2016Q2,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Meath,MH,2ae19629-1444-13a3-e055-000000000001,1377.0
2016Q2,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Meath,MH,2ae19629-1444-13a3-e055-000000000001,10282.0
2016Q2,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Meath,MH,2ae19629-1444-13a3-e055-000000000001,2995.0
2016Q2,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Meath,MH,2ae19629-1444-13a3-e055-000000000001,40.0
2016Q2,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Monaghan,MN,2ae19629-1445-13a3-e055-000000000001,391.0
2016Q2,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Monaghan,MN,2ae19629-1445-13a3-e055-000000000001,413.0
2016Q2,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Monaghan,MN,2ae19629-1445-13a3-e055-000000000001,4006.0
2016Q2,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Monaghan,MN,2ae19629-1445-13a3-e055-000000000001,735.0
2016Q2,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Monaghan,MN,2ae19629-1445-13a3-e055-000000000001,25.0
2016Q2,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Offaly,OY,2ae19629-1446-13a3-e055-000000000001,402.0
2016Q2,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Offaly,OY,2ae19629-1446-13a3-e055-000000000001,683.0
2016Q2,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Offaly,OY,2ae19629-1446-13a3-e055-000000000001,6092.0
2016Q2,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Offaly,OY,2ae19629-1446-13a3-e055-000000000001,1188.0
2016Q2,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Offaly,OY,2ae19629-1446-13a3-e055-000000000001,19.0
2016Q2,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Roscommon,RN,2ae19629-1447-13a3-e055-000000000001,398.0
2016Q2,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Roscommon,RN,2ae19629-1447-13a3-e055-000000000001,366.0
2016Q2,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Roscommon,RN,2ae19629-1447-13a3-e055-000000000001,3863.0
2016Q2,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Roscommon,RN,2ae19629-1447-13a3-e055-000000000001,965.0
2016Q2,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Roscommon,RN,2ae19629-1447-13a3-e055-000000000001,25.0
2016Q2,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Sligo,SO,2ae19629-1449-13a3-e055-000000000001,357.0
2016Q2,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Sligo,SO,2ae19629-1449-13a3-e055-000000000001,553.0
2016Q2,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Sligo,SO,2ae19629-1449-13a3-e055-000000000001,4686.0
2016Q2,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Sligo,SO,2ae19629-1449-13a3-e055-000000000001,1151.0
2016Q2,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Sligo,SO,2ae19629-1449-13a3-e055-000000000001,30.0
2016Q2,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Tipperary,TY,2ae19629-144a-13a3-e055-000000000001,894.0
2016Q2,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Tipperary,TY,2ae19629-144a-13a3-e055-000000000001,1538.0
2016Q2,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Tipperary,TY,2ae19629-144a-13a3-e055-000000000001,11627.0
2016Q2,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Tipperary,TY,2ae19629-144a-13a3-e055-000000000001,2473.0
2016Q2,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Tipperary,TY,2ae19629-144a-13a3-e055-000000000001,69.0
2016Q2,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Unknown,XX,unknown,818.0
2016Q2,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Unknown,XX,unknown,229.0
2016Q2,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Unknown,XX,unknown,1890.0
2016Q2,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Unknown,XX,unknown,1299.0
2016Q2,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Unknown,XX,unknown,14.0
2016Q2,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Waterford,WD,2ae19629-144b-13a3-e055-000000000001,668.0
2016Q2,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Waterford,WD,2ae19629-144b-13a3-e055-000000000001,1400.0
2016Q2,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Waterford,WD,2ae19629-144b-13a3-e055-000000000001,9556.0
2016Q2,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Waterford,WD,2ae19629-144b-13a3-e055-000000000001,1875.0
2016Q2,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Waterford,WD,2ae19629-144b-13a3-e055-000000000001,25.0
2016Q2,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Westmeath,WH,2ae19629-144c-13a3-e055-000000000001,562.0
2016Q2,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Westmeath,WH,2ae19629-144c-13a3-e055-000000000001,791.0
2016Q2,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Westmeath,WH,2ae19629-144c-13a3-e055-000000000001,6879.0
2016Q2,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Westmeath,WH,2ae19629-144c-13a3-e055-000000000001,1361.0
2016Q2,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Westmeath,WH,2ae19629-144c-13a3-e055-000000000001,36.0
2016Q2,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Wexford,WX,2ae19629-144d-13a3-e055-000000000001,853.0
2016Q2,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Wexford,WX,2ae19629-144d-13a3-e055-000000000001,1628.0
2016Q2,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Wexford,WX,2ae19629-144d-13a3-e055-000000000001,12989.0
2016Q2,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Wexford,WX,2ae19629-144d-13a3-e055-000000000001,2531.0
2016Q2,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Wexford,WX,2ae19629-144d-13a3-e055-000000000001,65.0
2016Q2,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Wicklow,WW,2ae19629-144e-13a3-e055-000000000001,927.0
2016Q2,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Wicklow,WW,2ae19629-144e-13a3-e055-000000000001,1231.0
2016Q2,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Wicklow,WW,2ae19629-144e-13a3-e055-000000000001,8548.0
2016Q2,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Wicklow,WW,2ae19629-144e-13a3-e055-000000000001,1984.0
2016Q2,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Wicklow,WW,2ae19629-144e-13a3-e055-000000000001,40.0
2016Q3,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,All,All,XX,13313.0
2016Q3,Children,CB,Child Benefit,Social Assistance,All,All,XX,626354.0
2016Q3,Children,FIS,Family Income Supplement,Social Assistance,All,All,XX,60950.0
2016Q3,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,Carlow,CW,2ae19629-143d-13a3-e055-000000000001,237.0
2016Q3,Children,CB,Child Benefit,Social Assistance,Carlow,CW,2ae19629-143d-13a3-e055-000000000001,8382.0
2016Q3,Children,FIS,Family Income Supplement,Social Assistance,Carlow,CW,2ae19629-143d-13a3-e055-000000000001,935.0
2016Q3,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,Cavan,CN,2ae19629-1448-13a3-e055-000000000001,228.0
2016Q3,Children,CB,Child Benefit,Social Assistance,Cavan,CN,2ae19629-1448-13a3-e055-000000000001,10334.0
2016Q3,Children,FIS,Family Income Supplement,Social Assistance,Cavan,CN,2ae19629-1448-13a3-e055-000000000001,1380.0
2016Q3,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,Clare,CE,2ae19629-1450-13a3-e055-000000000001,288.0
2016Q3,Children,CB,Child Benefit,Social Assistance,Clare,CE,2ae19629-1450-13a3-e055-000000000001,15718.0
2016Q3,Children,FIS,Family Income Supplement,Social Assistance,Clare,CE,2ae19629-1450-13a3-e055-000000000001,1420.0
2016Q3,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,Cork,CK,2ae19629-1451-13a3-e055-000000000001,1395.0
2016Q3,Children,CB,Child Benefit,Social Assistance,Cork,CK,2ae19629-1451-13a3-e055-000000000001,69556.0
2016Q3,Children,FIS,Family Income Supplement,Social Assistance,Cork,CK,2ae19629-1451-13a3-e055-000000000001,6416.0
2016Q3,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,Donegal,DL,2ae19629-1452-13a3-e055-000000000001,665.0
2016Q3,Children,CB,Child Benefit,Social Assistance,Donegal,DL,2ae19629-1452-13a3-e055-000000000001,20115.0
2016Q3,Children,FIS,Family Income Supplement,Social Assistance,Donegal,DL,2ae19629-1452-13a3-e055-000000000001,2751.0
2016Q3,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,Dublin,DN,2ae19629-144f-13a3-e055-000000000001,3365.0
2016Q3,Children,CB,Child Benefit,Social Assistance,Dublin,DN,2ae19629-144f-13a3-e055-000000000001,161952.0
2016Q3,Children,FIS,Family Income Supplement,Social Assistance,Dublin,DN,2ae19629-144f-13a3-e055-000000000001,13978.0
2016Q3,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,Galway,GY,2ae19629-1453-13a3-e055-000000000001,596.0
2016Q3,Children,CB,Child Benefit,Social Assistance,Galway,GY,2ae19629-1453-13a3-e055-000000000001,31676.0
2016Q3,Children,FIS,Family Income Supplement,Social Assistance,Galway,GY,2ae19629-1453-13a3-e055-000000000001,2852.0
2016Q3,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,Kerry,KY,2ae19629-1454-13a3-e055-000000000001,403.0
2016Q3,Children,CB,Child Benefit,Social Assistance,Kerry,KY,2ae19629-1454-13a3-e055-000000000001,17857.0
2016Q3,Children,FIS,Family Income Supplement,Social Assistance,Kerry,KY,2ae19629-1454-13a3-e055-000000000001,1836.0
2016Q3,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,Kildare,KE,2ae19629-1455-13a3-e055-000000000001,527.0
2016Q3,Children,CB,Child Benefit,Social Assistance,Kildare,KE,2ae19629-1455-13a3-e055-000000000001,32907.0
2016Q3,Children,FIS,Family Income Supplement,Social Assistance,Kildare,KE,2ae19629-1455-13a3-e055-000000000001,2539.0
2016Q3,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,Kilkenny,KK,2ae19629-1456-13a3-e055-000000000001,252.0
2016Q3,Children,CB,Child Benefit,Social Assistance,Kilkenny,KK,2ae19629-1456-13a3-e055-000000000001,13032.0
2016Q3,Children,FIS,Family Income Supplement,Social Assistance,Kilkenny,KK,2ae19629-1456-13a3-e055-000000000001,1156.0
2016Q3,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,Laois,LS,2ae19629-143e-13a3-e055-000000000001,279.0
2016Q3,Children,CB,Child Benefit,Social Assistance,Laois,LS,2ae19629-143e-13a3-e055-000000000001,12120.0
2016Q3,Children,FIS,Family Income Supplement,Social Assistance,Laois,LS,2ae19629-143e-13a3-e055-000000000001,1263.0
2016Q3,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,Leitrim,LM,2ae19629-143f-13a3-e055-000000000001,113.0
2016Q3,Children,CB,Child Benefit,Social Assistance,Leitrim,LM,2ae19629-143f-13a3-e055-000000000001,4109.0
2016Q3,Children,FIS,Family Income Supplement,Social Assistance,Leitrim,LM,2ae19629-143f-13a3-e055-000000000001,432.0
2016Q3,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,Limerick,LK,2ae19629-1440-13a3-e055-000000000001,473.0
2016Q3,Children,CB,Child Benefit,Social Assistance,Limerick,LK,2ae19629-1440-13a3-e055-000000000001,24623.0
2016Q3,Children,FIS,Family Income Supplement,Social Assistance,Limerick,LK,2ae19629-1440-13a3-e055-000000000001,2547.0
2016Q3,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,Longford,LD,2ae19629-1441-13a3-e055-000000000001,166.0
2016Q3,Children,CB,Child Benefit,Social Assistance,Longford,LD,2ae19629-1441-13a3-e055-000000000001,5672.0
2016Q3,Children,FIS,Family Income Supplement,Social Assistance,Longford,LD,2ae19629-1441-13a3-e055-000000000001,810.0
2016Q3,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,Louth,LH,2ae19629-1442-13a3-e055-000000000001,472.0
2016Q3,Children,CB,Child Benefit,Social Assistance,Louth,LH,2ae19629-1442-13a3-e055-000000000001,18099.0
2016Q3,Children,FIS,Family Income Supplement,Social Assistance,Louth,LH,2ae19629-1442-13a3-e055-000000000001,2215.0
2016Q3,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,Mayo,MO,2ae19629-1443-13a3-e055-000000000001,293.0
2016Q3,Children,CB,Child Benefit,Social Assistance,Mayo,MO,2ae19629-1443-13a3-e055-000000000001,15754.0
2016Q3,Children,FIS,Family Income Supplement,Social Assistance,Mayo,MO,2ae19629-1443-13a3-e055-000000000001,1719.0
2016Q3,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,Meath,MH,2ae19629-1444-13a3-e055-000000000001,490.0
2016Q3,Children,CB,Child Benefit,Social Assistance,Meath,MH,2ae19629-1444-13a3-e055-000000000001,29864.0
2016Q3,Children,FIS,Family Income Supplement,Social Assistance,Meath,MH,2ae19629-1444-13a3-e055-000000000001,2541.0
2016Q3,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,Monaghan,MN,2ae19629-1445-13a3-e055-000000000001,167.0
2016Q3,Children,CB,Child Benefit,Social Assistance,Monaghan,MN,2ae19629-1445-13a3-e055-000000000001,8068.0
2016Q3,Children,FIS,Family Income Supplement,Social Assistance,Monaghan,MN,2ae19629-1445-13a3-e055-000000000001,1167.0
2016Q3,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,Offaly,OY,2ae19629-1446-13a3-e055-000000000001,230.0
2016Q3,Children,CB,Child Benefit,Social Assistance,Offaly,OY,2ae19629-1446-13a3-e055-000000000001,10537.0
2016Q3,Children,FIS,Family Income Supplement,Social Assistance,Offaly,OY,2ae19629-1446-13a3-e055-000000000001,1141.0
2016Q3,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,Roscommon,RN,2ae19629-1447-13a3-e055-000000000001,178.0
2016Q3,Children,CB,Child Benefit,Social Assistance,Roscommon,RN,2ae19629-1447-13a3-e055-000000000001,8152.0
2016Q3,Children,FIS,Family Income Supplement,Social Assistance,Roscommon,RN,2ae19629-1447-13a3-e055-000000000001,812.0
2016Q3,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,Sligo,SO,2ae19629-1449-13a3-e055-000000000001,193.0
2016Q3,Children,CB,Child Benefit,Social Assistance,Sligo,SO,2ae19629-1449-13a3-e055-000000000001,7972.0
2016Q3,Children,FIS,Family Income Supplement,Social Assistance,Sligo,SO,2ae19629-1449-13a3-e055-000000000001,795.0
2016Q3,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,Tipperary,TY,2ae19629-144a-13a3-e055-000000000001,557.0
2016Q3,Children,CB,Child Benefit,Social Assistance,Tipperary,TY,2ae19629-144a-13a3-e055-000000000001,21272.0
2016Q3,Children,FIS,Family Income Supplement,Social Assistance,Tipperary,TY,2ae19629-144a-13a3-e055-000000000001,2282.0
2016Q3,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,Unknown,XX,unknown,92.0
2016Q3,Children,CB,Child Benefit,Social Assistance,Unknown,XX,unknown,9485.0
2016Q3,Children,FIS,Family Income Supplement,Social Assistance,Unknown,XX,unknown,793.0
2016Q3,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,Waterford,WD,2ae19629-144b-13a3-e055-000000000001,438.0
2016Q3,Children,CB,Child Benefit,Social Assistance,Waterford,WD,2ae19629-144b-13a3-e055-000000000001,15596.0
2016Q3,Children,FIS,Family Income Supplement,Social Assistance,Waterford,WD,2ae19629-144b-13a3-e055-000000000001,1832.0
2016Q3,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,Westmeath,WH,2ae19629-144c-13a3-e055-000000000001,214.0
2016Q3,Children,CB,Child Benefit,Social Assistance,Westmeath,WH,2ae19629-144c-13a3-e055-000000000001,12314.0
2016Q3,Children,FIS,Family Income Supplement,Social Assistance,Westmeath,WH,2ae19629-144c-13a3-e055-000000000001,1287.0
2016Q3,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,Wexford,WX,2ae19629-144d-13a3-e055-000000000001,655.0
2016Q3,Children,CB,Child Benefit,Social Assistance,Wexford,WX,2ae19629-144d-13a3-e055-000000000001,21147.0
2016Q3,Children,FIS,Family Income Supplement,Social Assistance,Wexford,WX,2ae19629-144d-13a3-e055-000000000001,2545.0
2016Q3,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,Wicklow,WW,2ae19629-144e-13a3-e055-000000000001,347.0
2016Q3,Children,CB,Child Benefit,Social Assistance,Wicklow,WW,2ae19629-144e-13a3-e055-000000000001,20041.0
2016Q3,Children,FIS,Family Income Supplement,Social Assistance,Wicklow,WW,2ae19629-144e-13a3-e055-000000000001,1506.0
2016Q3,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,All,All,XX,69659.0
2016Q3,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,All,All,XX,3093.0
2016Q3,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,All,All,XX,89940.0
2016Q3,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,All,All,XX,125413.0
2016Q3,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,All,All,XX,56358.0
2016Q3,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,Carlow,CW,2ae19629-143d-13a3-e055-000000000001,1128.0
2016Q3,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,Carlow,CW,2ae19629-143d-13a3-e055-000000000001,27.0
2016Q3,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,Carlow,CW,2ae19629-143d-13a3-e055-000000000001,1534.0
2016Q3,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,Carlow,CW,2ae19629-143d-13a3-e055-000000000001,1939.0
2016Q3,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,Carlow,CW,2ae19629-143d-13a3-e055-000000000001,977.0
2016Q3,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,Cavan,CN,2ae19629-1448-13a3-e055-000000000001,1173.0
2016Q3,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,Cavan,CN,2ae19629-1448-13a3-e055-000000000001,77.0
2016Q3,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,Cavan,CN,2ae19629-1448-13a3-e055-000000000001,1459.0
2016Q3,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,Cavan,CN,2ae19629-1448-13a3-e055-000000000001,1796.0
2016Q3,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,Cavan,CN,2ae19629-1448-13a3-e055-000000000001,802.0
2016Q3,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,Clare,CE,2ae19629-1450-13a3-e055-000000000001,1766.0
2016Q3,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,Clare,CE,2ae19629-1450-13a3-e055-000000000001,86.0
2016Q3,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,Clare,CE,2ae19629-1450-13a3-e055-000000000001,1948.0
2016Q3,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,Clare,CE,2ae19629-1450-13a3-e055-000000000001,3114.0
2016Q3,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,Clare,CE,2ae19629-1450-13a3-e055-000000000001,1281.0
2016Q3,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,Cork,CK,2ae19629-1451-13a3-e055-000000000001,7846.0
